chunk_id,timestamp,english,spanish_a,spanish_b,stt_latency_ms,latency_a_ms,latency_b_ms,e2e_latency_ms,true_e2e_ms,silence_delay_ms,queue_wait_ms,stt_confidence,tps_a,tps_b,qe_a,qe_b,utterance_dur,homophone_flags,near_miss_flags,bad_split,marian_similarity,marian_pt_ms,partial_stt_ms,marian_backend,word_stability_pct,gen_tokens_a,prompt_tokens_a,prefill_ms_a,ttft_ms_a,decode_ms_a,finish_reason_a,draft_tokens_a,draft_accept_a,speaker,timing_schema_version,source_lang,target_lang,session_kind,utterance_id,endpoint_reason,timing_source,speech_end_to_final_ms,vad_wait_ms,stt_queue_wait_ms,translation_queue_wait_ms,finalization_overhead_ms,broadcast_ms,input_audio_path
2,2026-09-09T20:19:01.254200,Because he is a savior.,Porque es un salvador.,,325.9,23.4,0.0,353.4,1939.1,1585.7,3.8,0.96,0.0,0.0,1.0,,2.14,,,,1.0,24.1,122.6,ct2-int8,1.0,,,,,,,,,,2,en,es,replay,2,silence,replay_realtime,843.3,489.2,3.9,0.0,0.7,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
3,2026-09-09T20:19:06.270050,And what does a savior do? A savior saves.,¿Y qué hace un salvador? Un salvador salva.,,413.6,435.0,0.0,852.8,4983.2,4130.4,3.2,0.99,68.3,0.0,1.0,,4.13,,,,0.38,33.4,119.7,ct2-int8,0.75,14,37,44.30020903237164,213.0918750190176,221.91079199546948,stop,0,0.0,,2,en,es,replay,3,silence,replay_realtime,1347.2,493.6,3.4,0.0,0.8,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
4,2026-09-09T20:19:11.272921,God is a God who loves to save.,Dios es un Dios que ama salvar.,,329.1,355.2,0.0,707.1,4904.8,4197.8,3.5,0.99,69.8,0.0,1.0,,4.19,,,,1.0,36.1,94.8,ct2-int8,1.0,9,35,43.57904096832499,210.08337498642504,145.1399169745855,stop,0,0.0,,2,en,es,replay,4,silence,replay_realtime,1198.2,490.8,3.7,0.0,0.3,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
5,2026-09-09T20:19:18.003807,It's not because there's something wonderful in me that he desires to save me.,No es porque haya algo maravilloso en mí que él desee salvarme.,,374.3,492.4,0.0,873.3,6914.0,6040.7,4.5,0.99,59.2,0.0,0.85,,6.05,,,,1.0,66.5,143.0,ct2-int8,1.0,15,45,43.76624996075407,221.17887501372024,271.2307089823298,stop,0,0.0,,2,en,es,replay,5,silence,replay_realtime,1369.3,494.2,4.8,0.0,1.6,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
6,2026-09-09T20:19:26.121178,It's not because you or I have done something,No es porque tú o yo hayamos hecho algo,,122.5,608.3,0.0,801.9,8689.6,7887.8,0.1,0.99,44.5,0.0,0.85,,3.42,,,,0.56,97.6,161.7,ct2-int8,0.5,11,37,55.98625005222857,343.9111250336282,264.36962495790794,stop,0,0.0,,2,en,es,replay,6,smart_cut,replay_realtime,5390.8,4588.3,0.2,66.2,0.6,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
7,2026-09-09T20:19:29.416263,or will we will ever do something to earn us the status of God being willing to save us.,o ¿haremos algo alguna vez para ganarnos el estatus de que Dios esté dispuesto a salvarnos?,,416.3,631.4,0.0,1056.1,8685.0,7628.9,6.8,0.97,56.0,0.0,1.0,,7.58,,,,0.68,87.1,161.9,ct2-int8,0.75,23,46,44.722417020238936,204.28383396938443,427.1170410211198,stop,0,0.0,,2,en,es,replay,7,silence,replay_realtime,1549.9,492.7,7.0,0.0,0.9,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
8,2026-09-09T20:19:32.696393,"No, God saves because he loves to save.","No, Dios salva porque le encanta salvar.",,358.0,412.0,0.0,790.4,4005.9,3215.5,2.3,0.98,56.6,0.0,1.0,,3.3,,,,0.62,41.6,107.8,ct2-int8,0.833,10,36,43.58995897928253,216.94404201116413,195.0278750155121,stop,0,0.0,,2,en,es,replay,8,silence,replay_realtime,1278.2,486.8,2.4,0.0,0.7,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
9,2026-09-09T20:19:40.926065,"Because out of the the riches of his grace that we were hearing about today, he loves and longs to save","Porque de las riquezas de su gracia de las que estábamos escuchando hoy, él ama y anhela salvar",,173.1,745.1,0.0,919.3,8701.2,7781.9,0.1,0.99,55.8,0.0,1.0,,7.94,,,,0.82,61.2,154.2,ct2-int8,0.875,23,48,44.281458016484976,316.71516597270966,428.42483398271725,stop,0,0.0,,2,en,es,replay,9,smart_cut,replay_realtime,996.0,74.9,0.3,0.0,1.7,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
10,2026-09-09T20:19:41.971990,Sinners.,Pecadores.,,282.2,21.9,0.0,308.3,2041.7,1733.4,3.8,0.95,0.0,0.0,1.0,,1.7,,,,1.0,22.2,91.5,ct2-int8,1.0,,,,,,,,,,2,en,es,replay,10,silence,replay_realtime,794.0,485.3,3.9,0.0,0.3,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
11,2026-09-09T20:19:44.461487,He loves to save.,Le encanta salvar.,,356.5,30.2,0.0,389.0,1993.8,1604.8,1.8,0.98,0.0,0.0,1.0,,1.6,,,,1.0,25.4,85.6,ct2-int8,1.0,,,,,,,,,,2,en,es,replay,11,silence,replay_realtime,883.5,494.2,1.9,0.0,0.3,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
12,2026-09-09T20:19:47.322919,"No, think about a doctor.","No, piensa en un médico.",,298.1,39.5,0.0,340.1,2067.7,1727.6,2.0,0.95,0.0,0.0,1.0,,1.73,,,,1.0,25.9,82.2,ct2-int8,1.0,,,,,,,,,,2,en,es,replay,12,silence,replay_realtime,833.0,492.1,2.2,0.0,0.7,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
13,2026-09-09T20:19:56.342234,What does a doctor long to do when he goes about his profession? He wants to,¿Qué anhela hacer un médico cuando se dedica a su profesión? Él quiere,,149.4,674.0,0.0,852.2,8815.2,7963.1,0.1,0.99,49.9,0.0,1.0,,4.86,,,Y,0.59,83.0,178.4,ct2-int8,0.6,17,43,57.10316699696704,315.91666699387133,358.12275001080707,stop,0,0.0,,2,en,es,replay,13,smart_cut,replay_realtime,3996.5,3143.2,0.2,25.5,1.0,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
14,2026-09-09T20:19:57.768748,"Maybe this is too generic, but a doctor longs to heal people.","Quizás esto es demasiado genérico, pero un médico anhela curar a las personas.",,299.2,536.4,0.0,840.0,5421.9,4581.8,2.8,0.99,65.7,0.0,1.0,,4.54,,,,0.62,66.1,119.8,ct2-int8,0.769,20,40,44.295000028796494,214.92937504081056,321.43374998122454,stop,0,0.0,,2,en,es,replay,14,silence,replay_realtime,1327.1,485.7,2.9,0.0,1.2,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
