chunk_id,timestamp,english,spanish_a,spanish_b,stt_latency_ms,latency_a_ms,latency_b_ms,e2e_latency_ms,true_e2e_ms,silence_delay_ms,queue_wait_ms,stt_confidence,tps_a,tps_b,qe_a,qe_b,utterance_dur,homophone_flags,near_miss_flags,bad_split,marian_similarity,marian_pt_ms,partial_stt_ms,marian_backend,word_stability_pct,gen_tokens_a,prompt_tokens_a,prefill_ms_a,ttft_ms_a,decode_ms_a,finish_reason_a,draft_tokens_a,draft_accept_a,speaker,timing_schema_version,source_lang,target_lang,session_kind,utterance_id,endpoint_reason,timing_source,speech_end_to_final_ms,vad_wait_ms,stt_queue_wait_ms,translation_queue_wait_ms,finalization_overhead_ms,broadcast_ms,input_audio_path
1,2026-09-09T20:22:33.901729,Um and then also I noticed too that um,Y luego también noté que um,,156.7,531.1,0.0,693.2,8479.1,7785.9,0.1,0.97,60.9,0.0,0.85,,4.93,,,,0.27,83.4,181.0,ct2-int8,0.25,8,35,56.35520798387006,371.89624999882653,159.2091249767691,stop,0,0.0,,2,en,es,replay,1,smart_cut,replay_realtime,3771.6,3077.8,0.2,0.1,0.5,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
2,2026-09-09T20:22:39.084699,"that um when it comes to these two criminals, their their life started out","eso um cuando se trata de estos dos criminales, sus vidas comenzaron",,196.9,671.7,0.0,949.4,8953.3,8003.9,0.1,0.99,47.4,0.0,1.0,,5.18,,,,0.33,59.8,156.5,ct2-int8,0.438,15,41,56.88200000440702,338.8242499786429,332.902499998454,stop,0,0.0,,2,en,es,replay,2,smart_cut,replay_realtime,3770.6,2819.9,0.2,75.9,1.3,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
3,2026-09-09T20:22:44.138687,uh at least up until this moment their their lives souh uh ended the same but each one had a different destination.,"al menos hasta este momento sus vidas terminaron igual, pero cada una tenía un destino diferente.",,161.2,649.7,0.0,812.8,8822.8,8010.0,0.1,0.98,54.8,0.0,0.85,,7.9,,,,0.88,54.9,164.0,ct2-int8,0.938,20,49,44.604207971133285,268.48704199073836,381.2383330077864,stop,0,0.0,,2,en,es,replay,3,smart_cut,replay_realtime,920.7,106.0,0.2,0.0,1.9,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
4,2026-09-09T20:22:52.559562,Um and you can and we can see that uh one of them uh e th the the criminal on on the right even says uh this man has done nothing wrong.,Um y tú y podemos ver que eh uno de ellos eh el criminal de la derecha incluso dice que este hombre no ha hecho nada malo.,,538.7,778.6,0.0,1330.3,9340.7,8010.4,12.2,0.97,60.5,0.0,0.85,,8.0,,,,0.64,107.0,187.1,ct2-int8,0.731,29,59,90.37429199088365,279.9067919841036,498.6473750323057,stop,0,0.0,,2,en,es,replay,4,hard_cut,replay_realtime,1341.8,10.4,12.3,0.0,1.1,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
5,2026-09-09T20:23:00.234656,And uh he knew that this man was was Christ. He knew that this man was there,Y eh él sabía que este hombre era era Cristo. Sabía que este hombre estaba allí,,219.5,654.2,0.0,875.9,8844.9,7969.1,0.1,0.99,52.6,0.0,1.0,,6.46,,,,0.73,35.2,144.2,ct2-int8,1.0,19,44,49.41875004442409,276.3218339532614,377.8963750228286,stop,0,0.0,,2,en,es,replay,5,smart_cut,replay_realtime,2425.1,1548.7,0.4,0.1,0.5,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
6,2026-09-09T20:23:06.819642,"to uh die for our sins, your s um uh my sins and your sins. And so tonight, uh one of these two criminals is","para morir por nuestros pecados, tus... son mis pecados y tus pecados. Y así, esta noche, uno de estos dos criminales es",,414.6,729.7,0.0,1156.4,9009.3,7853.0,10.2,0.97,57.8,0.0,1.0,,7.81,,,Y,0.43,154.0,175.3,ct2-int8,1.0,29,54,44.978209014516324,209.64695798465982,520.0192499905825,stop,0,0.0,,2,en,es,replay,6,silence,replay_realtime,1650.2,492.7,10.4,0.0,0.9,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
7,2026-09-09T20:23:14.821733,currently in paradise and the other one is uh is in the pit. But let me ask you this.,actualmente en el paraíso y el otro está en el pozo. Pero déjame preguntarte esto.,,172.3,823.4,0.0,998.0,8845.5,7847.5,0.1,0.99,51.9,0.0,1.0,,5.79,,,Y,0.45,111.8,175.9,ct2-int8,0.571,24,47,57.43087502196431,344.73154199076816,478.7041249801405,stop,0,0.0,,2,en,es,replay,7,smart_cut,replay_realtime,3220.5,2221.4,0.4,0.1,0.9,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
8,2026-09-09T20:23:20.612080,"even though these two criminal even though these two were both criminals, one of them is saved and one of them isn't.","aunque estos dos criminales, aunque ambos eran criminales, uno de ellos se salva y el otro no.",,206.9,795.7,0.0,1004.5,9009.2,8004.7,0.2,0.98,53.2,0.0,0.85,,5.73,,,,0.65,83.1,196.0,ct2-int8,0.688,23,52,44.282458955422044,345.32216598745435,450.3917500260286,stop,0,0.0,,2,en,es,replay,8,smart_cut,replay_realtime,3283.0,2276.7,0.3,0.0,1.7,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
9,2026-09-09T20:23:26.446995,"But tonight are uh if you're not saved, uh which where w where will your destination be?","Pero esta noche, eh si no estás salvo, eh ¿dónde será tu destino?",,216.3,710.4,0.0,1105.4,9116.5,8011.1,0.1,0.97,49.6,0.0,0.85,,6.75,,,Y,0.37,74.9,158.0,ct2-int8,0.438,19,47,45.37758301012219,300.40862498572096,409.9724999978207,stop,0,0.0,,2,en,es,replay,9,smart_cut,replay_realtime,2366.0,1259.0,0.2,0.0,1.5,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
10,2026-09-09T20:23:26.525653,"So well, one of them","Así que, uno de ellos",,278.8,22.0,0.0,321.0,2444.6,2123.6,8.5,0.93,0.0,0.0,1.0,,2.08,,,,1.0,29.9,178.9,ct2-int8,1.0,,,,,,,,,,2,en,es,replay,10,silence,replay_realtime,812.7,491.6,8.7,0.0,0.1,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
