1789156976,27341,53.5,98144
1789156981,27341,117.6,1145088
1789156986,27341,76.5,1158128
1789156991,27341,18.5,948688
1789156996,27341,48.9,1034608
1789157001,27341,88.6,1062832
1789157006,27341,49.9,1084832
1789157011,27341,30.0,1008880
1789157016,27341,79.3,1028208
1789157021,27341,55.3,1030704
1789157026,27341,58.4,1035776
1789157031,27341,54.7,1052640
1789157036,27341,97.7,1042768
1789157041,27341,143.4,1042688
1789157046,27341,44.8,1059296
1789157051,27341,65.5,1076160
1789157056,27341,133.8,1057968
1789157061,27341,38.9,956128
1789157066,27341,103.1,954592
1789157071,27341,104.4,954160
1789157076,27341,81.6,813824
1789157081,27341,74.4,678672
1789157086,27341,41.2,679904
1789157091,27341,28.0,667120
1789157096,27341,49.1,666400
1789157101,27341,395.8,684896
1789157106,27341,96.7,706960
1789157111,27341,27.1,724176
1789157116,27341,33.7,705040
1789157121,27341,93.5,706256
1789157126,27341,58.0,716848
1789157131,27341,56.9,716800
1789157136,27341,53.8,717200
1789157141,27341,52.4,720416
1789157146,27341,36.6,719344
1789157151,27341,67.9,717488
1789157156,27341,7.2,721888
1789157161,27341,76.1,581568
1789157166,27341,62.7,584464
1789157171,27341,94.1,617168
1789157176,27341,65.1,618448
1789157181,27341,53.5,622416
1789157186,27341,90.2,624656
1789157191,27341,100.4,640864
1789157196,27341,173.2,633536
1789157201,27341,17.3,641760
1789157206,27341,50.9,648368
1789157211,27341,122.1,648496
1789157216,27341,49.7,629040
1789157221,27341,48.4,578176
1789157226,27341,100.9,582992
1789157231,27341,31.7,620896
1789157236,27341,58.0,637728
1789157241,27341,80.2,637552
1789157247,27341,44.3,605104
1789157252,27341,82.0,609344
1789157257,27341,15.0,558320
1789157262,27341,74.8,602544
1789157267,27341,164.8,605888
1789157272,27341,32.2,630736
1789157277,27341,51.2,639216
1789157282,27341,25.2,641104
1789157287,27341,56.6,643472
1789157292,27341,90.4,645152
1789157297,27341,90.1,648960
1789157302,27341,47.7,677920
1789157307,27341,61.3,679904
1789157312,27341,73.7,680816
1789157317,27341,6.9,682096
1789157322,27341,30.8,681664
1789157327,27341,81.5,661840
1789157332,27341,83.3,665952
1789157337,27341,99.4,644352
1789157342,27341,34.5,608992
1789157347,27341,75.5,594912
