1789156598,26741,53.3,97024
1789156603,26741,92.8,3381888
1789156608,26741,29.4,1152960
1789156613,26741,97.8,1073712
1789156618,26741,103.0,1171984
1789156623,26741,66.1,1061456
1789156628,26741,57.4,1086736
1789156633,26741,121.2,1091360
1789156638,26741,53.9,1109392
1789156643,26741,50.2,1116080
1789156648,26741,115.0,1134048
1789156653,26741,108.6,1138448
1789156658,26741,67.0,1101920
1789156663,26741,55.8,1084144
1789156668,26741,63.1,1116560
1789156673,26741,44.8,1113952
1789156678,26741,94.8,1120464
1789156683,26741,31.6,1136208
1789156688,26741,85.8,1139168
1789156693,26741,69.4,1139744
1789156698,26741,86.2,991376
1789156703,26741,38.4,994544
1789156708,26741,45.0,978624
1789156713,26741,33.6,937376
1789156718,26741,97.3,785136
1789156723,26741,44.7,589328
1789156728,26741,34.7,515472
1789156733,26741,16.3,575536
1789156738,26741,30.1,556832
1789156744,26741,98.1,400896
1789156749,26741,86.1,361984
1789156754,26741,84.5,448592
1789156759,26741,36.6,457216
1789156764,26741,16.2,481600
1789156769,26741,47.0,440384
1789156774,26741,57.9,450704
1789156779,26741,62.7,433792
1789156784,26741,17.6,467056
1789156789,26741,70.1,429056
1789156794,26741,76.7,439296
1789156799,26741,53.4,419584
1789156804,26741,55.7,361760
1789156809,26741,66.9,382208
1789156814,26741,68.9,400096
1789156819,26741,95.0,436128
1789156824,26741,51.0,443936
1789156829,26741,84.3,406480
1789156834,26741,122.3,352032
1789156839,26741,41.7,276880
1789156844,26741,85.2,412768
1789156849,26741,99.5,423872
1789156854,26741,43.8,428592
1789156859,26741,27.4,472368
1789156864,26741,73.6,397232
1789156869,26741,35.9,466688
1789156874,26741,56.7,494272
1789156879,26741,56.8,497936
1789156884,26741,90.7,486272
1789156889,26741,81.6,493632
1789156894,26741,140.5,495760
1789156899,26741,116.7,509648
1789156904,26741,101.4,529552
1789156909,26741,45.2,548736
1789156914,26741,74.8,516640
1789156919,26741,74.6,522192
1789156924,26741,29.1,540224
1789156929,26741,13.0,511552
1789156934,26741,47.1,490800
1789156939,26741,11.5,434160
1789156944,26741,92.4,402880
1789156949,26741,76.5,390688
1789156954,26741,80.8,414480
1789156959,26741,39.8,439488
1789156964,26741,62.1,447744
1789156969,26741,36.3,451248
